ANOMALY REPORT
======================================================================

── PARTIAL_TIMEOUT  (436) ──
    noodler is 111× faster (ostrich=20105ms, noodler=181ms)
  [inih/mixed/sat]  symcc-assertions-5.smt2
    cvc5 is 275× faster (cvc5=78ms, ostrich=21466ms)
  [inih/mixed/sat]  symcc-assertions-5.smt2
    z3 is 613× faster (ostrich=21466ms, z3=35ms)
  [inih/mixed/sat]  symcc-assertions-5.smt2
    noodler is 134× faster (ostrich=21466ms, noodler=160ms)
  [inih/mixed/sat]  symcc-assertions-6.smt2
    cvc5 is 229× faster (cvc5=78ms, ostrich=17885ms)
  [inih/mixed/sat]  symcc-assertions-6.smt2
    z3 is 497× faster (ostrich=17885ms, z3=36ms)
  [inih/mixed/sat]  symcc-assertions-6.smt2
    noodler is 112× faster (ostrich=17885ms, noodler=160ms)
  [inih/mixed/sat]  symcc-assertions-7.smt2
    cvc5 is 102× faster (cvc5=77ms, ostrich=7820ms)
  [inih/mixed/sat]  symcc-assertions-7.smt2
    z3 is 196× faster (ostrich=7820ms, z3=40ms)
  [inih/mixed/sat]  symcc-assertions-7.smt2
    noodler is 34× faster (ostrich=7820ms, noodler=230ms)
  [inih/mixed/sat]  symcc-assertions-8.smt2
    cvc5 is 191× faster (cvc5=75ms, ostrich=14326ms)
  [inih/mixed/sat]  symcc-assertions-8.smt2
    z3 is 251× faster (ostrich=14326ms, z3=57ms)
  [inih/mixed/sat]  symcc-assertions-8.smt2
    noodler is 67× faster (ostrich=14326ms, noodler=213ms)
  [inih/mixed/sat]  symcc-assertions-9.smt2
    cvc5 is 94× faster (cvc5=73ms, ostrich=6890ms)
  [inih/mixed/sat]  symcc-assertions-9.smt2
    z3 is 186× faster (ostrich=6890ms, z3=37ms)
  [inih/mixed/sat]  symcc-assertions-9.smt2
    noodler is 42× faster (ostrich=6890ms, noodler=163ms)
  [inih/mixed/unsat]  symcc-unsat-0.smt2
    cvc5 is 53× faster (cvc5=72ms, ostrich=3845ms)
  [inih/mixed/unsat]  symcc-unsat-0.smt2
    z3 is 427× faster (ostrich=3845ms, z3=9ms)
  [inih/mixed/unsat]  symcc-unsat-0.smt2
    noodler is 29× faster (ostrich=3845ms, noodler=133ms)
  [inih/mixed/unsat]  symcc-unsat-0.smt2
    z3 is 15× faster (z3=9ms, noodler=133ms)
  [inih/mixed/unsat]  symcc-unsat-1.smt2
    cvc5 is 63× faster (cvc5=73ms, ostrich=4601ms)
  [inih/mixed/unsat]  symcc-unsat-1.smt2
    z3 is 511× faster (ostrich=4601ms, z3=9ms)
  [inih/mixed/unsat]  symcc-unsat-1.smt2
    noodler is 33× faster (ostrich=4601ms, noodler=138ms)
  [inih/mixed/unsat]  symcc-unsat-1.smt2
    z3 is 15× faster (z3=9ms, noodler=138ms)
  [inih/mixed/unsat]  symcc-unsat-11.smt2
    cvc5 is 166× faster (cvc5=87ms, ostrich=14467ms)
  [inih/mixed/unsat]  symcc-unsat-11.smt2
    z3 is 237× faster (ostrich=14467ms, z3=61ms)
  [inih/mixed/unsat]  symcc-unsat-11.smt2
    noodler is 84× faster (ostrich=14467ms, noodler=173ms)
  [inih/mixed/unsat]  symcc-unsat-13.smt2
    cvc5 is 151× faster (cvc5=86ms, ostrich=13009ms)
  [inih/mixed/unsat]  symcc-unsat-13.smt2
    z3 is 228× faster (ostrich=13009ms, z3=57ms)
  [inih/mixed/unsat]  symcc-unsat-13.smt2
    noodler is 81× faster (ostrich=13009ms, noodler=160ms)
  [inih/mixed/unsat]  symcc-unsat-14.smt2
    cvc5 is 169× faster (cvc5=87ms, ostrich=14729ms)
  [inih/mixed/unsat]  symcc-unsat-14.smt2
    z3 is 307× faster (ostrich=14729ms, z3=48ms)
  [inih/mixed/unsat]  symcc-unsat-14.smt2
    noodler is 91× faster (ostrich=14729ms, noodler=161ms)
  [inih/mixed/unsat]  symcc-unsat-15.smt2
    cvc5 is 178× faster (cvc5=86ms, ostrich=15322ms)
  [inih/mixed/unsat]  symcc-unsat-15.smt2
    z3 is 210× faster (ostrich=15322ms, z3=73ms)
  [inih/mixed/unsat]  symcc-unsat-15.smt2
    noodler is 83× faster (ostrich=15322ms, noodler=185ms)
  [inih/mixed/unsat]  symcc-unsat-19.smt2
    cvc5 is 105× faster (cvc5=80ms, ostrich=8421ms)
  [inih/mixed/unsat]  symcc-unsat-19.smt2
    z3 is 117× faster (ostrich=8421ms, z3=72ms)
  [inih/mixed/unsat]  symcc-unsat-19.smt2
    noodler is 46× faster (ostrich=8421ms, noodler=184ms)
  [inih/mixed/unsat]  symcc-unsat-2.smt2
    cvc5 is 91× faster (cvc5=69ms, ostrich=6310ms)
  [inih/mixed/unsat]  symcc-unsat-2.smt2
    z3 is 274× faster (ostrich=6310ms, z3=23ms)
  [inih/mixed/unsat]  symcc-unsat-2.smt2
    noodler is 38× faster (ostrich=6310ms, noodler=165ms)
  [inih/mixed/unsat]  symcc-unsat-20.smt2
    cvc5 is 129× faster (cvc5=82ms, ostrich=10550ms)
  [inih/mixed/unsat]  symcc-unsat-20.smt2
    z3 is 132× faster (ostrich=10550ms, z3=80ms)
  [inih/mixed/unsat]  symcc-unsat-20.smt2
    noodler is 61× faster (ostrich=10550ms, noodler=174ms)
  [inih/mixed/unsat]  symcc-unsat-21.smt2
    cvc5 is 128× faster (cvc5=82ms, ostrich=10499ms)
  [inih/mixed/unsat]  symcc-unsat-21.smt2
    z3 is 138× faster (ostrich=10499ms, z3=76ms)
  [inih/mixed/unsat]  symcc-unsat-21.smt2
    noodler is 65× faster (ostrich=10499ms, noodler=162ms)
  [inih/mixed/unsat]  symcc-unsat-27.smt2
    cvc5 is 74× faster (cvc5=324ms, noodler=23868ms)
  [inih/mixed/unsat]  symcc-unsat-27.smt2
    z3 is 75× faster (z3=318ms, noodler=23868ms)
  [inih/mixed/unsat]  symcc-unsat-28.smt2
    cvc5 is 67× faster (cvc5=346ms, noodler=23197ms)
  [inih/mixed/unsat]  symcc-unsat-28.smt2
    z3 is 81× faster (z3=287ms, noodler=23197ms)
  [inih/mixed/unsat]  symcc-unsat-29.smt2
    cvc5 is 70× faster (cvc5=341ms, noodler=23705ms)
  [inih/mixed/unsat]  symcc-unsat-29.smt2
    z3 is 100× faster (z3=236ms, noodler=23705ms)
  [inih/mixed/unsat]  symcc-unsat-3.smt2
    cvc5 is 93× faster (cvc5=75ms, ostrich=6967ms)
  [inih/mixed/unsat]  symcc-unsat-3.smt2
    z3 is 179× faster (ostrich=6967ms, z3=39ms)
  [inih/mixed/unsat]  symcc-unsat-3.smt2
    noodler is 44× faster (ostrich=6967ms, noodler=157ms)
  [inih/mixed/unsat]  symcc-unsat-30.smt2
    cvc5 is 70× faster (cvc5=329ms, noodler=22928ms)
  [inih/mixed/unsat]  symcc-unsat-30.smt2
    z3 is 103× faster (z3=222ms, noodler=22928ms)
  [inih/mixed/unsat]  symcc-unsat-31.smt2
    cvc5 is 72× faster (cvc5=324ms, noodler=23310ms)
  [inih/mixed/unsat]  symcc-unsat-31.smt2
    z3 is 117× faster (z3=200ms, noodler=23310ms)
  [inih/mixed/unsat]  symcc-unsat-4.smt2
    cvc5 is 115× faster (cvc5=79ms, ostrich=9084ms)
  [inih/mixed/unsat]  symcc-unsat-4.smt2
    z3 is 123× faster (ostrich=9084ms, z3=74ms)
  [inih/mixed/unsat]  symcc-unsat-4.smt2
    noodler is 51× faster (ostrich=9084ms, noodler=179ms)
  [inih/mixed/unsat]  symcc-unsat-5.smt2
    cvc5 is 138× faster (cvc5=76ms, ostrich=10478ms)
  [inih/mixed/unsat]  symcc-unsat-5.smt2
    z3 is 228× faster (ostrich=10478ms, z3=46ms)
  [inih/mixed/unsat]  symcc-unsat-5.smt2
    noodler is 58× faster (ostrich=10478ms, noodler=182ms)
  [inih/mixed/unsat]  symcc-unsat-6.smt2
    cvc5 is 94× faster (cvc5=77ms, ostrich=7260ms)
  [inih/mixed/unsat]  symcc-unsat-6.smt2
    z3 is 123× faster (ostrich=7260ms, z3=59ms)
  [inih/mixed/unsat]  symcc-unsat-6.smt2
    noodler is 40× faster (ostrich=7260ms, noodler=181ms)
  [inih/mixed/unsat]  symcc-unsat-7.smt2
    cvc5 is 150× faster (cvc5=76ms, ostrich=11363ms)
  [inih/mixed/unsat]  symcc-unsat-7.smt2
    z3 is 175× faster (ostrich=11363ms, z3=65ms)
  [inih/mixed/unsat]  symcc-unsat-7.smt2
    noodler is 63× faster (ostrich=11363ms, noodler=179ms)
  [inih/mixed/unsat]  symcc-unsat-8.smt2
    cvc5 is 104× faster (cvc5=79ms, ostrich=8248ms)
  [inih/mixed/unsat]  symcc-unsat-8.smt2
    z3 is 229× faster (ostrich=8248ms, z3=36ms)
  [inih/mixed/unsat]  symcc-unsat-8.smt2
    noodler is 43× faster (ostrich=8248ms, noodler=190ms)
  [inih/string_only/sat]  symcc-assertions-0.smt2
    cvc5 is 38× faster (cvc5=70ms, ostrich=2638ms)
  [inih/string_only/sat]  symcc-assertions-0.smt2
    z3 is 293× faster (ostrich=2638ms, z3=9ms)
  [inih/string_only/sat]  symcc-assertions-0.smt2
    noodler is 15× faster (ostrich=2638ms, noodler=171ms)
  [inih/string_only/sat]  symcc-assertions-0.smt2
    z3 is 19× faster (z3=9ms, noodler=171ms)
  [inih/string_only/sat]  symcc-assertions-1.smt2
    cvc5 is 27× faster (cvc5=71ms, ostrich=1904ms)
  [inih/string_only/sat]  symcc-assertions-1.smt2
    z3 is 159× faster (ostrich=1904ms, z3=12ms)
  [inih/string_only/sat]  symcc-assertions-1.smt2
    noodler is 11× faster (ostrich=1904ms, noodler=176ms)
  [inih/string_only/sat]  symcc-assertions-1.smt2
    z3 is 15× faster (z3=12ms, noodler=176ms)
  [inih/string_only/sat]  symcc-assertions-2.smt2
    cvc5 is 35× faster (cvc5=72ms, ostrich=2537ms)
  [inih/string_only/sat]  symcc-assertions-2.smt2
    z3 is 77× faster (ostrich=2537ms, z3=33ms)
  [inih/string_only/sat]  symcc-assertions-2.smt2
    noodler is 15× faster (ostrich=2537ms, noodler=173ms)
  [inih/string_only/sat]  symcc-assertions-23.smt2
    z3 is 15× faster (z3=10ms, noodler=149ms)
  [inih/string_only/sat]  symcc-assertions-27.smt2
    cvc5 is 77× faster (cvc5=317ms, noodler=24407ms)
  [inih/string_only/sat]  symcc-assertions-27.smt2
    z3 is 110× faster (z3=221ms, noodler=24407ms)
  [inih/string_only/sat]  symcc-assertions-28.smt2
    cvc5 is 75× faster (cvc5=318ms, noodler=23963ms)
  [inih/string_only/sat]  symcc-assertions-28.smt2
    z3 is 137× faster (z3=175ms, noodler=23963ms)
  [inih/string_only/sat]  symcc-assertions-29.smt2
    cvc5 is 76× faster (cvc5=319ms, noodler=24330ms)
  [inih/string_only/sat]  symcc-assertions-29.smt2
    z3 is 132× faster (z3=184ms, noodler=24330ms)
  [inih/string_only/sat]  symcc-assertions-3.smt2
    cvc5 is 36× faster (cvc5=70ms, ostrich=2529ms)
  [inih/string_only/sat]  symcc-assertions-3.smt2
    z3 is 105× faster (ostrich=2529ms, z3=24ms)
  [inih/string_only/sat]  symcc-assertions-3.smt2
    noodler is 14× faster (ostrich=2529ms, noodler=187ms)
  [inih/string_only/sat]  symcc-assertions-30.smt2
    cvc5 is 75× faster (cvc5=318ms, noodler=23778ms)
  [inih/string_only/sat]  symcc-assertions-30.smt2
    z3 is 120× faster (z3=198ms, noodler=23778ms)
  [inih/string_only/sat]  symcc-assertions-31.smt2
    cvc5 is 77× faster (cvc5=328ms, noodler=25297ms)
  [inih/string_only/sat]  symcc-assertions-31.smt2
    z3 is 106× faster (z3=239ms, noodler=25297ms)
  [inih/string_only/sat]  symcc-assertions-32.smt2
    cvc5 is 22× faster (cvc5=319ms, noodler=6988ms)
  [inih/string_only/sat]  symcc-assertions-32.smt2
    z3 is 25× faster (z3=276ms, noodler=6988ms)
  [inih/string_only/sat]  symcc-assertions-34.smt2
    z3 is 14× faster (z3=12ms, noodler=163ms)
  [inih/string_only/sat]  symcc-assertions-4.smt2
    cvc5 is 123× faster (cvc5=76ms, ostrich=9363ms)
  [inih/string_only/sat]  symcc-assertions-4.smt2
    z3 is 208× faster (ostrich=9363ms, z3=45ms)
  [inih/string_only/sat]  symcc-assertions-4.smt2
    noodler is 49× faster (ostrich=9363ms, noodler=192ms)
  [inih/string_only/unsat]  symcc-unsat-0.smt2
    cvc5 is 20× faster (cvc5=70ms, ostrich=1411ms)
  [inih/string_only/unsat]  symcc-unsat-0.smt2
    z3 is 157× faster (ostrich=1411ms, z3=9ms)
  [inih/string_only/unsat]  symcc-unsat-0.smt2
    noodler is 14× faster (ostrich=1411ms, noodler=103ms)
  [inih/string_only/unsat]  symcc-unsat-0.smt2
    z3 is 11× faster (z3=9ms, noodler=103ms)
  [inih/string_only/unsat]  symcc-unsat-1.smt2
    cvc5 is 35× faster (cvc5=68ms, ostrich=2405ms)
  [inih/string_only/unsat]  symcc-unsat-1.smt2
    z3 is 267× faster (ostrich=2405ms, z3=9ms)
  [inih/string_only/unsat]  symcc-unsat-1.smt2
    noodler is 19× faster (ostrich=2405ms, noodler=124ms)
  [inih/string_only/unsat]  symcc-unsat-1.smt2
    z3 is 14× faster (z3=9ms, noodler=124ms)
  [inih/string_only/unsat]  symcc-unsat-11.smt2
    cvc5 is 114× faster (cvc5=87ms, ostrich=9904ms)
  [inih/string_only/unsat]  symcc-unsat-11.smt2
    z3 is 162× faster (ostrich=9904ms, z3=61ms)
  [inih/string_only/unsat]  symcc-unsat-11.smt2
    noodler is 74× faster (ostrich=9904ms, noodler=134ms)
  [inih/string_only/unsat]  symcc-unsat-13.smt2
    cvc5 is 114× faster (cvc5=87ms, ostrich=9913ms)
  [inih/string_only/unsat]  symcc-unsat-13.smt2
    z3 is 165× faster (ostrich=9913ms, z3=60ms)
  [inih/string_only/unsat]  symcc-unsat-13.smt2
    noodler is 73× faster (ostrich=9913ms, noodler=135ms)
  [inih/string_only/unsat]  symcc-unsat-14.smt2
    cvc5 is 104× faster (cvc5=88ms, ostrich=9126ms)
  [inih/string_only/unsat]  symcc-unsat-14.smt2
    z3 is 194× faster (ostrich=9126ms, z3=47ms)
  [inih/string_only/unsat]  symcc-unsat-14.smt2
    noodler is 83× faster (ostrich=9126ms, noodler=110ms)
  [inih/string_only/unsat]  symcc-unsat-15.smt2
    cvc5 is 116× faster (cvc5=87ms, ostrich=10059ms)
  [inih/string_only/unsat]  symcc-unsat-15.smt2
    z3 is 142× faster (ostrich=10059ms, z3=71ms)
  [inih/string_only/unsat]  symcc-unsat-15.smt2
    noodler is 76× faster (ostrich=10059ms, noodler=132ms)
  [inih/string_only/unsat]  symcc-unsat-19.smt2
    cvc5 is 53× faster (cvc5=82ms, ostrich=4322ms)
  [inih/string_only/unsat]  symcc-unsat-19.smt2
    z3 is 59× faster (ostrich=4322ms, z3=73ms)
  [inih/string_only/unsat]  symcc-unsat-19.smt2
    noodler is 33× faster (ostrich=4322ms, noodler=131ms)
  [inih/string_only/unsat]  symcc-unsat-2.smt2
    cvc5 is 41× faster (cvc5=70ms, ostrich=2880ms)
  [inih/string_only/unsat]  symcc-unsat-2.smt2
    z3 is 125× faster (ostrich=2880ms, z3=23ms)
  [inih/string_only/unsat]  symcc-unsat-2.smt2
    noodler is 27× faster (ostrich=2880ms, noodler=107ms)
  [inih/string_only/unsat]  symcc-unsat-20.smt2
    cvc5 is 61× faster (cvc5=82ms, ostrich=4991ms)
  [inih/string_only/unsat]  symcc-unsat-20.smt2
    z3 is 62× faster (ostrich=4991ms, z3=80ms)
  [inih/string_only/unsat]  symcc-unsat-20.smt2
    noodler is 41× faster (ostrich=4991ms, noodler=123ms)
  [inih/string_only/unsat]  symcc-unsat-21.smt2
    cvc5 is 66× faster (cvc5=82ms, ostrich=5372ms)
  [inih/string_only/unsat]  symcc-unsat-21.smt2
    z3 is 72× faster (ostrich=5372ms, z3=75ms)
  [inih/string_only/unsat]  symcc-unsat-21.smt2
    noodler is 46× faster (ostrich=5372ms, noodler=116ms)
  [inih/string_only/unsat]  symcc-unsat-27.smt2
    cvc5 is 62× faster (cvc5=323ms, noodler=19913ms)
  [inih/string_only/unsat]  symcc-unsat-27.smt2
    z3 is 64× faster (z3=310ms, noodler=19913ms)
  [inih/string_only/unsat]  symcc-unsat-28.smt2
    cvc5 is 60× faster (cvc5=331ms, noodler=19809ms)
  [inih/string_only/unsat]  symcc-unsat-28.smt2
    z3 is 69× faster (z3=287ms, noodler=19809ms)
  [inih/string_only/unsat]  symcc-unsat-29.smt2
    cvc5 is 66× faster (cvc5=330ms, noodler=21701ms)
  [inih/string_only/unsat]  symcc-unsat-29.smt2
    z3 is 92× faster (z3=236ms, noodler=21701ms)
  [inih/string_only/unsat]  symcc-unsat-3.smt2
    cvc5 is 34× faster (cvc5=73ms, ostrich=2516ms)
  [inih/string_only/unsat]  symcc-unsat-3.smt2
    z3 is 63× faster (ostrich=2516ms, z3=40ms)
  [inih/string_only/unsat]  symcc-unsat-3.smt2
    noodler is 21× faster (ostrich=2516ms, noodler=118ms)
  [inih/string_only/unsat]  symcc-unsat-30.smt2
    cvc5 is 68× faster (cvc5=322ms, noodler=21813ms)
  [inih/string_only/unsat]  symcc-unsat-30.smt2
    z3 is 98× faster (z3=223ms, noodler=21813ms)
  [inih/string_only/unsat]  symcc-unsat-31.smt2
    cvc5 is 63× faster (cvc5=318ms, noodler=20030ms)
  [inih/string_only/unsat]  symcc-unsat-31.smt2
    z3 is 102× faster (z3=197ms, noodler=20030ms)
  [inih/string_only/unsat]  symcc-unsat-4.smt2
    cvc5 is 58× faster (cvc5=77ms, ostrich=4449ms)
  [inih/string_only/unsat]  symcc-unsat-4.smt2
    z3 is 63× faster (ostrich=4449ms, z3=71ms)
  [inih/string_only/unsat]  symcc-unsat-4.smt2
    noodler is 37× faster (ostrich=4449ms, noodler=119ms)
  [minicsv/mixed/sat]  symcc-assertions-0.smt2
    cvc5 is 22× faster (cvc5=128ms, ostrich=2869ms)
  [minicsv/mixed/sat]  symcc-assertions-0.smt2
    z3 is 11× faster (cvc5=128ms, z3=12ms)
  [minicsv/mixed/sat]  symcc-assertions-0.smt2
    z3 is 239× faster (ostrich=2869ms, z3=12ms)
  [minicsv/mixed/sat]  symcc-assertions-0.smt2
    noodler is 23× faster (ostrich=2869ms, noodler=125ms)
  [minicsv/mixed/sat]  symcc-assertions-0.smt2
    z3 is 10× faster (z3=12ms, noodler=125ms)
  [minicsv/mixed/sat]  symcc-assertions-1.smt2
    cvc5 is 60× faster (cvc5=71ms, ostrich=4256ms)
  [minicsv/mixed/sat]  symcc-assertions-1.smt2
    z3 is 10× faster (cvc5=71ms, z3=7ms)
  [minicsv/mixed/sat]  symcc-assertions-1.smt2
    z3 is 608× faster (ostrich=4256ms, z3=7ms)
  [minicsv/mixed/sat]  symcc-assertions-1.smt2
    noodler is 46× faster (ostrich=4256ms, noodler=93ms)
  [minicsv/mixed/sat]  symcc-assertions-1.smt2
    z3 is 13× faster (z3=7ms, noodler=93ms)
  [minicsv/mixed/sat]  symcc-assertions-10.smt2
    cvc5 is 293× faster (cvc5=70ms, ostrich=20492ms)
  [minicsv/mixed/sat]  symcc-assertions-10.smt2
    z3 is 1138× faster (ostrich=20492ms, z3=18ms)
  [minicsv/mixed/sat]  symcc-assertions-10.smt2
    noodler is 124× faster (ostrich=20492ms, noodler=165ms)
  [minicsv/mixed/sat]  symcc-assertions-11.smt2
    cvc5 is 101× faster (cvc5=75ms, ostrich=7589ms)
  [minicsv/mixed/sat]  symcc-assertions-11.smt2
    z3 is 271× faster (ostrich=7589ms, z3=28ms)
  [minicsv/mixed/sat]  symcc-assertions-11.smt2
    noodler is 61× faster (ostrich=7589ms, noodler=124ms)
  [minicsv/mixed/sat]  symcc-assertions-12.smt2
    cvc5 is 127× faster (cvc5=74ms, ostrich=9432ms)
  [minicsv/mixed/sat]  symcc-assertions-12.smt2
    z3 is 410× faster (ostrich=9432ms, z3=23ms)
  [minicsv/mixed/sat]  symcc-assertions-12.smt2
    noodler is 72× faster (ostrich=9432ms, noodler=131ms)
  [minicsv/mixed/sat]  symcc-assertions-13.smt2
    cvc5 is 130× faster (cvc5=73ms, ostrich=9494ms)
  [minicsv/mixed/sat]  symcc-assertions-13.smt2
    z3 is 380× faster (ostrich=9494ms, z3=25ms)
  [minicsv/mixed/sat]  symcc-assertions-13.smt2
    noodler is 73× faster (ostrich=9494ms, noodler=130ms)
  [minicsv/mixed/sat]  symcc-assertions-14.smt2
    cvc5 is 98× faster (cvc5=73ms, ostrich=7139ms)
  [minicsv/mixed/sat]  symcc-assertions-14.smt2
    z3 is 286× faster (ostrich=7139ms, z3=25ms)
  [minicsv/mixed/sat]  symcc-assertions-14.smt2
    noodler is 56× faster (ostrich=7139ms, noodler=127ms)
  [minicsv/mixed/sat]  symcc-assertions-15.smt2
    cvc5 is 101× faster (cvc5=74ms, ostrich=7448ms)
  [minicsv/mixed/sat]  symcc-assertions-15.smt2
    z3 is 298× faster (ostrich=7448ms, z3=25ms)
  [minicsv/mixed/sat]  symcc-assertions-15.smt2
    noodler is 58× faster (ostrich=7448ms, noodler=129ms)
  [minicsv/mixed/sat]  symcc-assertions-16.smt2
    cvc5 is 83× faster (cvc5=80ms, ostrich=6602ms)
  [minicsv/mixed/sat]  symcc-assertions-16.smt2
    z3 is 200× faster (ostrich=6602ms, z3=33ms)
  [minicsv/mixed/sat]  symcc-assertions-16.smt2
    noodler is 51× faster (ostrich=6602ms, noodler=130ms)
  [minicsv/mixed/sat]  symcc-assertions-17.smt2
    cvc5 is 119× faster (cvc5=77ms, ostrich=9127ms)
  [minicsv/mixed/sat]  symcc-assertions-17.smt2
    z3 is 304× faster (ostrich=9127ms, z3=30ms)
  [minicsv/mixed/sat]  symcc-assertions-17.smt2
    noodler is 66× faster (ostrich=9127ms, noodler=138ms)
  [minicsv/mixed/sat]  symcc-assertions-18.smt2
    cvc5 is 110× faster (cvc5=80ms, ostrich=8782ms)
  [minicsv/mixed/sat]  symcc-assertions-18.smt2
    z3 is 293× faster (ostrich=8782ms, z3=30ms)
  [minicsv/mixed/sat]  symcc-assertions-18.smt2
    noodler is 66× faster (ostrich=8782ms, noodler=134ms)
  [minicsv/mixed/sat]  symcc-assertions-19.smt2
    cvc5 is 95× faster (cvc5=80ms, ostrich=7591ms)
  [minicsv/mixed/sat]  symcc-assertions-19.smt2
    z3 is 262× faster (ostrich=7591ms, z3=29ms)
  [minicsv/mixed/sat]  symcc-assertions-19.smt2
    noodler is 58× faster (ostrich=7591ms, noodler=131ms)
  [minicsv/mixed/sat]  symcc-assertions-2.smt2
    cvc5 is 72× faster (cvc5=68ms, ostrich=4896ms)
  [minicsv/mixed/sat]  symcc-assertions-2.smt2
    z3 is 408× faster (ostrich=4896ms, z3=12ms)
  [minicsv/mixed/sat]  symcc-assertions-2.smt2
    noodler is 41× faster (ostrich=4896ms, noodler=118ms)
  [minicsv/mixed/sat]  symcc-assertions-20.smt2
    cvc5 is 81× faster (cvc5=79ms, ostrich=6380ms)
  [minicsv/mixed/sat]  symcc-assertions-20.smt2
    z3 is 213× faster (ostrich=6380ms, z3=30ms)
  [minicsv/mixed/sat]  symcc-assertions-20.smt2
    noodler is 51× faster (ostrich=6380ms, noodler=125ms)
  [minicsv/mixed/sat]  symcc-assertions-21.smt2
    cvc5 is 85× faster (cvc5=86ms, ostrich=7337ms)
  [minicsv/mixed/sat]  symcc-assertions-21.smt2
    z3 is 193× faster (ostrich=7337ms, z3=38ms)
  [minicsv/mixed/sat]  symcc-assertions-21.smt2
    noodler is 53× faster (ostrich=7337ms, noodler=138ms)
  [minicsv/mixed/sat]  symcc-assertions-22.smt2
    cvc5 is 97× faster (cvc5=95ms, ostrich=9230ms)
  [minicsv/mixed/sat]  symcc-assertions-22.smt2
    z3 is 220× faster (ostrich=9230ms, z3=42ms)
  [minicsv/mixed/sat]  symcc-assertions-22.smt2
    noodler is 68× faster (ostrich=9230ms, noodler=135ms)
  [minicsv/mixed/sat]  symcc-assertions-23.smt2
    cvc5 is 79× faster (cvc5=85ms, ostrich=6689ms)
  [minicsv/mixed/sat]  symcc-assertions-23.smt2
    z3 is 65× faster (ostrich=6689ms, z3=103ms)
  [minicsv/mixed/sat]  symcc-assertions-23.smt2
    noodler is 48× faster (ostrich=6689ms, noodler=139ms)
  [minicsv/mixed/sat]  symcc-assertions-24.smt2
    cvc5 is 39× faster (cvc5=67ms, ostrich=2591ms)
  [minicsv/mixed/sat]  symcc-assertions-24.smt2
    z3 is 324× faster (ostrich=2591ms, z3=8ms)
  [minicsv/mixed/sat]  symcc-assertions-24.smt2
    noodler is 28× faster (ostrich=2591ms, noodler=92ms)
  [minicsv/mixed/sat]  symcc-assertions-24.smt2
    z3 is 12× faster (z3=8ms, noodler=92ms)
  [minicsv/mixed/sat]  symcc-assertions-25.smt2
    cvc5 is 43× faster (cvc5=66ms, ostrich=2808ms)
  [minicsv/mixed/sat]  symcc-assertions-25.smt2
    z3 is 351× faster (ostrich=2808ms, z3=8ms)
  [minicsv/mixed/sat]  symcc-assertions-25.smt2
    noodler is 28× faster (ostrich=2808ms, noodler=101ms)
  [minicsv/mixed/sat]  symcc-assertions-25.smt2
    z3 is 13× faster (z3=8ms, noodler=101ms)
  [minicsv/mixed/sat]  symcc-assertions-26.smt2
    cvc5 is 96× faster (cvc5=101ms, ostrich=9653ms)
  [minicsv/mixed/sat]  symcc-assertions-26.smt2
    z3 is 205× faster (ostrich=9653ms, z3=47ms)
  [minicsv/mixed/sat]  symcc-assertions-26.smt2
    noodler is 20× faster (ostrich=9653ms, noodler=473ms)
  [minicsv/mixed/sat]  symcc-assertions-26.smt2
    z3 is 10× faster (z3=47ms, noodler=473ms)
  [minicsv/mixed/sat]  symcc-assertions-27.smt2
    cvc5 is 95× faster (cvc5=101ms, ostrich=9576ms)
  [minicsv/mixed/sat]  symcc-assertions-27.smt2
    z3 is 228× faster (ostrich=9576ms, z3=42ms)
  [minicsv/mixed/sat]  symcc-assertions-27.smt2
    z3 is 24× faster (z3=42ms, noodler=997ms)
  [minicsv/mixed/sat]  symcc-assertions-28.smt2
    cvc5 is 94× faster (cvc5=101ms, ostrich=9468ms)
  [minicsv/mixed/sat]  symcc-assertions-28.smt2
    cvc5 is 10× faster (cvc5=101ms, noodler=1030ms)
  [minicsv/mixed/sat]  symcc-assertions-28.smt2
    z3 is 220× faster (ostrich=9468ms, z3=43ms)
  [minicsv/mixed/sat]  symcc-assertions-28.smt2
    z3 is 24× faster (z3=43ms, noodler=1030ms)
  [minicsv/mixed/sat]  symcc-assertions-29.smt2
    cvc5 is 108× faster (cvc5=101ms, ostrich=10882ms)
  [minicsv/mixed/sat]  symcc-assertions-29.smt2
    z3 is 253× faster (ostrich=10882ms, z3=43ms)
  [minicsv/mixed/sat]  symcc-assertions-29.smt2
    noodler is 11× faster (ostrich=10882ms, noodler=1000ms)
  [minicsv/mixed/sat]  symcc-assertions-29.smt2
    z3 is 23× faster (z3=43ms, noodler=1000ms)
  [minicsv/mixed/sat]  symcc-assertions-3.smt2
    cvc5 is 46× faster (cvc5=68ms, ostrich=3150ms)
  [minicsv/mixed/sat]  symcc-assertions-3.smt2
    z3 is 286× faster (ostrich=3150ms, z3=11ms)
  [minicsv/mixed/sat]  symcc-assertions-3.smt2
    noodler is 26× faster (ostrich=3150ms, noodler=123ms)
  [minicsv/mixed/sat]  symcc-assertions-3.smt2
    z3 is 11× faster (z3=11ms, noodler=123ms)
  [minicsv/mixed/sat]  symcc-assertions-30.smt2
    cvc5 is 69× faster (cvc5=102ms, ostrich=7073ms)
  [minicsv/mixed/sat]  symcc-assertions-30.smt2
    z3 is 168× faster (ostrich=7073ms, z3=42ms)
